sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable
011-NPS-5.21.24-Jim-183	X00490PFIF	158017535X	Horsekeeping on a Small Acreage: Designing and Managing Your Equine Facilities	UsedGood	17.53	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
011-NPS-5.25.24-Jim-818	X0049746O7	1616287330	Taco Night (Williams-Sonoma)	UsedGood	15.51	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
011-NPS-7.12.24-Jim-590	X004BHYRAX	0974814008	Elementary Mathematics for Teachers	UsedAcceptable	17.03	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
011-Thrift-5.20.24-Jim-698	X0048YTFV5	0692992677	The Complete Penny Stock Course: Learn How To Generate Profits Consistently By Trading Penny Stocks	UsedGood	14.44	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
012-DeseretIndust-6.12.24-Jim-622	X004A07RMV	1454709014	Quilled Mandalas: 30 Paper Projects for Creativity and Relaxation	UsedGood	14.39	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
012-DeseretIndust-6.19.24-Jim-626	X004ADQN2N	039450223X	An American saga: Juan Trippe and his Pan Am empire	UsedGood	28.52	No		Yes	0	0	0	0	0	0.06	0	0	0	0	0	0
012-DeseretIndust-6.4.24-Jim-947	X0049MCEYV	0648352404	Period Repair Manual: Natural Treatment for Better Hormones and Better Periods	UsedGood	16.00	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
012-DeseretIndust-8.7.24-Jim-433	X004CKY0F1	0857503642	The Hunger: "Deeply disturbing, hard to put down" - Stephen King	UsedGood	18.95	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
012-DeseretIndust-8.7.24-Jim-704	X004CLAQF3	B08XLLBYLG	The Roommate	UsedGood	14.23	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
012-NPS-5.25.24-Jim-996	X004970Z5L	0060531290	Here Comes T. Rex Cottontail	UsedGood	14.06	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
012-NPS-6.1.24-Jim-776	X0049I9CAJ	1250888093	Being Henry: The Fonz . . . and Beyond	UsedVeryGood	10.99	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
012-NPS-7.12.24-Jim-774	X004BHYPEV	1483350975	Shouting Won?t Grow Dendrites: 20 Techniques to Detour Around the Danger Zones	UsedGood	19.17	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
012-NPSAuction-5.28.24-Jim-374	X0049B7EP1	1284200884	NASM Essentials of Personal Fitness Training	UsedAcceptable	99.74	No		Yes	1	1	0	0	1	0.08	0	0	0	0	0	0
012-Thrift-5.20.24-Jim-213	X0048YTSBH	1501143107	Misery: A Novel	UsedGood	11.94	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
013-DeseretIndust-5.25.24-Jim-519	X00497123F	1942121628	Own Your Past Change Your Future: A Not-So-Complicated Approach to Relationships, Mental Health & Wellness	UsedGood	17.50	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
013-DeseretIndust-6.12.24-Jim-516	X004A0CFWD	0890133301	Glen Canyon: Images of a Lost World	UsedGood	189.00	No		Yes	0	0	0	0	0	0.06	0	0	0	0	0	0
013-DeseretIndust-6.19.24-Jim-787	X004ADE3XT	1438008783	Dictionary of Computer and Internet Terms (Barron's Business Dictionaries)	UsedAcceptable	25.99	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
013-DeseretIndust-6.26.24-Jim-412	X004AU3FBD	1118827414	Trigonometry For Dummies, 2nd Edition	UsedAcceptable	13.03	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
013-DeseretIndust-6.26.24-Jim-544	X004AU3F0T	1781162646	Joyland (Hard Case Crime)	UsedGood	7.11	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
013-DeseretIndust-6.4.24-Jim-516	X0049MCFFT	B000YQWQZ2	The Kingdom and the Crown Trilogy: Set Vols. 1-3 - Fishers of Men/Come Unto Me/Behold the Man	UsedGood	41.97	No		Yes	2	2	0	0	2	0.21	0	0	0	0	0	0
013-DeseretIndust-7.25.24-Jim-128	X004C1YT3N	1609075811	Ascending the Mountain of the Lord: Temple Praise, and Worship in the Old Testament	UsedGood	30.68	No		Yes	1	1	0	0	4	0.05	3	0	0	0	0	0
013-DeseretIndust-8.19.24-Jim-500	X004D4V7JX	0195123034	The Classical Greek Reader	UsedGood	19.94	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
013-NPS-5.21.24-Jim-602	X00490NJWJ	1338756435	The Rise of the Goldfish: A Branches Book (Pets Rule! #4)	UsedGood	17.09	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
013-NPS-6.1.24-Jim-490	X0049I7FEJ	1250888093	Being Henry: The Fonz . . . and Beyond	UsedVeryGood	10.99	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
013-NPS-7.12.24-Jim-915	X004BHTP55	1914986008	The DBT Skills Workbook for Teens: A Fun Guide to Manage Anxiety and Stress, Understand Your Emotions and Learn Effective Communication Skills (New Books For Teens)	UsedGood	16.92	No		Yes	1	1	0	0	1	0.06	0	0	0	0	0	0
013-NPSAuction-5.28.24-Jim-725	X0049B7H9J	1554813123	The Broadview Anthology of British Literature: Concise Volume A - Third Edition: The Medieval Period - The Renaissance and the Early Seventeenth Century - The Restoration and the Eighteenth Century	UsedLikeNew	27.65	No		Yes	0	0	0	0	0	0.08	0	0	0	0	0	0
014-DeseretIndust-5.25.24-Jim-141	X00497124T	0985690437	Why Isn't My Brain Working?: A Revolutionary Understanding of Brain Decline and Effective Strategies to Recover Your Brain's Health	UsedGood	17.63	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
014-DeseretIndust-6.12.24-Jim-060	X004A002UP	0684808544	ALL CORVETTES ARE RED: The Rebirth of an American Legend	UsedGood	32.36	No		Yes	1	1	0	0	1	0.05	0	0	0	0	0	0
014-DeseretIndust-6.19.24-Jim-799	X004ADQONL	0916856372	Daily Reflections: A Book of Reflections by A.A. Members for A.A. Members	UsedGood	11.34	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
014-DeseretIndust-6.26.24-Jim-230	X004AU96NJ	0133612600	Drive Right: Grade 9	UsedVeryGood	25.98	No		Yes	7	6	0	0	7	0.03	0	0	0	1	0	0
014-DeseretIndust-6.4.24-Jim-471	X0049MGM9T	1621572668	Measure of a Man: From Auschwitz Survivor to Presidents' Tailor	UsedGood	32.98	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
014-DeseretIndust-7.25.24-Jim-048	X004C224N9	1504058879	Goodbye, Mr. Chips	UsedGood	13.44	No		Yes	0	0	0	0	3	0.01	3	0	0	0	0	0
014-DeseretIndust-8.19.24-Jim-647	X004D4IB5L	0754820831	The World Encyclopedia of Battleships & Cruisers: The complete illustrated history of international naval warships from 1860 to the present day, shown in over 1200 archive photographs	UsedGood	79.85	No		Yes	1	1	0	0	1	0.05	0	0	0	0	0	0
014-DeseretIndust-8.7.24-Jim-083	X004CKT0W9	0932633498	An Introduction to General Systems Thinking (Silver Anniversary Edition)	UsedGood	18.00	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
014-NPS-5.21.24-Jim-069	X00490R18H	0711256985	Shakespeare's Gardens	UsedAcceptable	8.22	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
014-NPS-6.1.24-Jim-057	X0049I9AJR	1982195177	Getting Out of Saigon: How a 27-Year-Old Banker Saved 113 Vietnamese Civilians	UsedGood	10.99	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
014-NPS-7.12.24-Jim-394	X004BI45T5	0310753996	The Berenstain Bears' Holiday Cookbook: Cub-Friendly Cooking With an Adult (Berenstain Bears/Living Lights: A Faith Story)	UsedGood	24.99	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
014-NPS-8.19.24-Jim-772	X004D51B4N	039474067X	Orientalism	UsedAcceptable	12.00	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
014-NPSAuction-5.28.24-Jim-175	X0049B7HC1	1554813123	The Broadview Anthology of British Literature: Concise Volume A - Third Edition: The Medieval Period - The Renaissance and the Early Seventeenth Century - The Restoration and the Eighteenth Century	UsedLikeNew	27.65	No		Yes	0	0	0	0	0	0.08	0	0	0	0	0	0
014-Thrift-5.20.24-Jim-022	X0048YTR63	0071496769	Beyond Success: Building a Personal, Financial, and Philanthropic Legacy	UsedGood	19.98	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
015-DeseretIndust-5.25.24-Jim-065	X004974KHF	0578395940	Self-Therapy: A Step-by-Step Guide to Creating Wholeness Using IFS, A Cutting-Edge Psychotherapy, 3rd Edition	UsedGood	16.16	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
015-DeseretIndust-5.28.24-Jim-264	X0049BFU61	0345496604	Kitchen Princess 3	UsedGood	10.95	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
015-DeseretIndust-6.19.24-Jim-616	X004ADNFCJ	B0977SDNCZ	The Most Beautiful Moment in Life 2 - The Notes	UsedVeryGood	118.74	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
015-DeseretIndust-6.4.24-Jim-041	X0049MGMA3	1524733318	November 1942: An Intimate History of the Turning Point of World War II	UsedGood	14.86	No		Yes	1	1	0	0	1	0.07	0	0	0	0	0	0
015-DeseretIndust-7.12.24-Jim-813	X004BI2SFD	1478944978	The Whole Foods Cookbook: 120 Delicious and Healthy Plant-Centered Recipes	UsedGood	17.99	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
015-DeseretIndust-7.25.24-Jim-309	X004C20HIN	1462110940	Backyard Winter Gardening: Vegetables Fresh and Simple, in Any Climate Without Artificial Heat or Electricity the Way It's Been Done for 2,000 Ye	UsedGood	12.47	No		Yes	0	0	0	0	3	0.02	3	0	0	0	0	0
015-DeseretIndust-8.7.24-Jim-540	X004CLAZA9	1939370159	Warren Buffett Accounting Book: Reading Financial Statements for Value Investing	UsedGood	17.98	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
015-DeseretIndust-8.7.24-Jim-772	X004CLAXB5	B007Z01N2C	SCIENCE IN ACTION	UsedGood	16.93	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
015-NPS-5.21.24-Jim-143	X00490R1QJ	B09WPP7R6S	Don't Believe Everything You Think: Why Your Thinking Is The Beginning & End Of Suffering (Beyond Suffering)	UsedGood	13.98	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
015-NPS-5.21.24-Jim-499	X00490PIZZ	1338756400	Kittens Are Monsters: A Branches Book (Pets Rule! #3)	UsedGood	17.47	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
015-NPS-6.1.24-Jim-221	X0049I9AR9	1576300447	The Complete Italian Vegetarian Cookbook: 350 Essential Recipes for Inspired Everyday Eating	UsedGood	26.98	No		Yes	1	1	0	0	1	0.08	0	0	0	0	0	0
015-NPS-6.12.24-Jim-962	X0049ZYQNF	0399544968	Genesis (Project Nemesis)	UsedGood	9.99	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
015-NPS-8.19.24-Jim-530	X004D4IFO3	1638787905	5-Minute Daily Writing Prompts: 501 Prompts to Unleash Creativity and Spark Inspiration	UsedGood	11.14	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
015-Thrift-5.20.24-Jim-038	X0048YTQGJ	0062491350	The Cursed Sea (Glass Spare, 2)	UsedGood	17.94	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
016-DeseretIndust-5.25.24-Jim-593	X0049710MD	1684036119	Splitting: Protecting Yourself While Divorcing Someone with Borderline or Narcissistic Personality Disorder	UsedGood	15.92	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
016-DeseretIndust-5.28.24-Jim-222	X0049B7N9D	0060882085	Queste (Septimus Heap, Book 4)	UsedAcceptable	25.59	No		Yes	1	1	0	0	1	0.05	0	0	0	0	0	0
016-DeseretIndust-6.19.24-Jim-568	X004ADPQ71	1934537748	Light in the Wilderness: Explorations in the Spiritual Life	UsedGood	10.91	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
016-DeseretIndust-6.4.24-Jim-359	X0049MGKEL	1118950364	Bookkeeping For Dummies (For Dummies Series)	UsedGood	17.35	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
016-DeseretIndust-7.12.24-Jim-394	X004BI4757	0062843370	The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)	UsedAcceptable	14.99	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
016-DeseretIndust-7.25.24-Jim-780	X004C28TPL	1259837351	Clarity First: How Smart Leaders and Organizations Achieve Outstanding Performance	UsedGood	26.50	No		Yes	0	0	0	0	3	0.04	3	0	0	0	0	0
016-DeseretIndust-8.7.24-Jim-363	X004CLAY19	B0007E8IXU	Sovereigns of the sage;: True stories of people and places in the great sagebrush kingdom of the Western United States	UsedGood	34.76	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
016-NPS-6.1.24-Jim-993	X0049I7FN5	0316403385	Crosshairs	UsedAcceptable	13.49	No		Yes	1	1	0	0	1	0.05	0	0	0	0	0	0
016-NPS-8.19.24-Jim-096	X004D51BGB	1638787905	5-Minute Daily Writing Prompts: 501 Prompts to Unleash Creativity and Spark Inspiration	UsedGood	11.14	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
016-Thrift-5.20.24-Jim-783	X0048YURLH	0794828086	Montana Football Vault	UsedGood	56.05	No		Yes	1	1	0	0	1	0.12	0	0	0	0	0	0
016-Thrift-5.20.24-Jim-820	X0048YOHU9	1401964362	The Gap and The Gain: The High Achievers' Guide to Happiness, Confidence, and Success	UsedGood	13.67	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
017-DeseretIndust-5.25.24-Jim-180	X0049739OF	0801870909	The New Nature of Maps: Essays in the History of Cartography	UsedGood	18.00	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
017-DeseretIndust-5.28.24-Jim-180	X0049B7OBF	044654759X	Safe Haven	UsedAcceptable	7.56	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
017-DeseretIndust-6.12.24-Jim-467	X004A08VML	1506332358	Visible Learning for Literacy, Grades K-12: Implementing the Practices That Work Best to Accelerate Student Learning (Corwin Literacy)	UsedGood	12.28	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
017-DeseretIndust-6.19.24-Jim-005	X004ADFZ5J	1639932208	Prophets See around Corners	UsedGood	17.99	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
017-DeseretIndust-6.4.24-Jim-675	X0049MGOFL	B087349Q57	Better Small Talk: Talk to Anyone, Avoid Awkwardness, Generate Deep Conversations, and Make Real Friends (How to be More Likable and Charismatic)	UsedGood	13.16	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
017-DeseretIndust-7.12.24-Jim-187	X004BHTQXB	160641092X	Sports: Life Lessons from Court, Field, and Gridiron	UsedGood	41.21	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
017-DeseretIndust-7.25.24-Jim-635	X004C23E8X	013701712X	Statistics for Six Sigma Green Belts with Minitab and JMP	UsedGood	33.40	No		Yes	0	0	0	0	3	0.04	3	0	0	0	0	0
017-DeseretIndust-8.7.24-Jim-700	X004CLD49X	0764158201	The Bible of Illuminated Letters: A Treasury of Decorative Calligraphy	UsedVeryGood	19.10	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
017-NPS-5.21.24-Jim-181	X00490QWLJ	1665711396	The Next Cmo: A Guide to Operational Marketing Excellence	UsedVeryGood	5.98	No		Yes	21	21	0	0	21	0.02	0	0	0	0	0	0
017-NPS-6.1.24-Jim-635	X0049I9CK9	1335457968	A Multitude of Dreams	UsedGood	9.98	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
017-NPS-8.19.24-Jim-118	X004D4WMZV	1412966396	Parents and Professionals Partnering for Children With Disabilities: A Dance That Matters	UsedGood	11.67	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
017-Thrift-5.20.24-Jim-022	X0048YT579	B003AO75AQ	The Work And The Glory Gerald Lund 9 Volume Hardcover Set Vol 1. Pillar of Light 2. Like a Fire is Burning 3. Truth will Prevail 4. Thy Gold To Refine 5. A seson of Joy 6. Praise The Man 7. No Unhallowed Hand 8. So Great a Cause 9. All is Well (The Work And The Glory, Complete 9 Volume set)	UsedGood	68.55	No		Yes	0	0	0	0	0	0.91	0	0	0	0	0	0
018-DeseretIndust-5.25.24-Jim-511	X00496W4EH	0142427543	The Madness Underneath (Shades of London)	UsedGood	9.99	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
018-DeseretIndust-5.28.24-Jim-746	X0049B7R4T	1639931015	Swimming in a Sea of Stars | A Young Adult Novel - Suicide Prevention	UsedGood	19.99	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
018-DeseretIndust-6.12.24-Jim-375	X004A0CM8P	0945320531	Understanding Variation: The Key to Managing Chaos	UsedGood	14.67	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
018-DeseretIndust-6.12.24-Jim-414	X004A08VN5	0061995363	The Alice B. Toklas Cook Book	UsedGood	12.04	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
018-DeseretIndust-6.20.24-Jim-050	X004ADI5FV	038552126X	The Unwritten Laws of Business	UsedGood	10.10	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
018-DeseretIndust-6.4.24-Jim-489	X0049MJ26T	B07B6B7J9F	Darkover - The Forbidden Circle	UsedGood	41.82	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
018-DeseretIndust-7.12.24-Jim-501	X004BI3UP5	1950408035	Beloved Bridegroom	UsedGood	13.45	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
018-DeseretIndust-7.25.24-Jim-941	X004C26RZZ	1589797981	475 Tax Deductions for Businesses and Self-Employed Individuals: An A-to-Z Guide to Hundreds of Tax Write-Offs	UsedGood	32.36	No		Yes	1	1	0	0	4	0.02	3	0	0	0	0	0
018-DeseretIndust-8.7.24-Jim-422	X004CLB3UF	1932012850	Exploring Creation with Zoology 3: Land Animals of the Sixth Day (Young Explorer Series)	UsedVeryGood	36.00	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
018-NPS-6.1.24-Jim-586	X0049I9CKT	1982151390	Class: A Memoir of Motherhood, Hunger, and Higher Education	UsedGood	11.49	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
018-NPS-8.19.24-Jim-187	X004D506AN	0520205197	Deep Politics and the Death of JFK	UsedGood	28.00	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
019-DeseretIndust-5.25.24-Jim-841	X0049739WH	1421529130	Tegami Bachi, Letter Bee, Vol. 1: Letter and Letter Bee	UsedGood	18.68	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
019-DeseretIndust-5.28.24-Jim-472	X0049AZWTR	0965175081	The Single Best Investment: Creating Wealth with Dividend Growth	UsedGood	21.77	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
019-DeseretIndust-6.1.24-Jim-056	X0049I7G8T	0061655554	Barbarians at the Gate: The Fall of RJR Nabisco	UsedGood	9.34	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
019-DeseretIndust-6.12.24-Jim-708	X004A095WL	1943366446	Stuffed: Luscious Filled Treats from Savory to Sweet	UsedGood	16.95	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
019-DeseretIndust-6.4.24-Jim-344	X0049MJ27D	0441094996	The Cat Who Walks through Walls	UsedGood	17.13	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
019-DeseretIndust-6.4.24-Jim-849	X0049MEUMZ	1592288642	The Natural Superiority of Mules	UsedGood	24.99	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
019-DeseretIndust-7.12.24-Jim-642	X004BI2UP1	1284096211	Personal and Professional Growth for Health Care Professionals	UsedGood	24.36	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
019-DeseretIndust-7.25.24-Jim-259	X004C23ET7	1523504463	Eight Dates: Essential Conversations for a Lifetime of Love	UsedGood	13.87	No		Yes	0	0	0	0	3	0.02	3	0	0	0	0	0
019-DeseretIndust-8.19.24-Jim-031	X004D4X6FL	006023413X	Coat of Many Colors	UsedGood	14.92	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
019-DeseretIndust-8.7.24-Jim-033	X004CLB1Q1	1932012737	Exploring Creation with Zoology 2: Swimming Creatures of the Fifth Day, Textbook	UsedVeryGood	24.99	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
019-NPS-6.20.24-Jim-859	X004ADG2BZ	B0BKSCZMXP	Power (Powers Brothers)	UsedGood	17.99	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
020-DeseretIndust-5.25.24-Jim-727	X0049739YP	1970147008	Together	UsedGood	22.86	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
020-DeseretIndust-5.28.24-Jim-572	X0049B5VJH	0545881048	LEGO Pop-Up	UsedAcceptable	38.88	No		Yes	1	1	0	0	1	0.08	0	0	0	0	0	0
020-DeseretIndust-6.1.24-Jim-859	X0049I9DZ3	1416550216	Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change	UsedGood	23.15	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
020-DeseretIndust-6.4.24-Jim-834	X0049M9DOP	1524761389	To Shake the Sleeping Self: A Journey from Oregon to Patagonia, and a Quest for a Life with No Regret	UsedGood	13.08	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
020-DeseretIndust-7.12.24-Jim-689	X004BI2TX9	B0107GC3GA	Fallout 4 Vault Dwellers Survival Guide	UsedGood	24.99	No		Yes	1	1	0	0	1	0.05	0	0	0	0	0	0
020-DeseretIndust-7.25.24-Jim-644	X004C28UHX	1594858004	Owl: A Year in the Lives of North American Owls	UsedGood	24.43	No		Yes	1	1	0	0	4	0.06	3	0	0	0	0	0
020-DeseretIndust-8.19.24-Jim-420	X004D4IGWT	1564020495	East o' the Sun and West o' the Moon (Works in Translation)	UsedGood	21.53	No		Yes	0	0	0	0	0	0	0	0	0	0	0	0
020-DeseretIndust-8.7.24-Jim-359	X004CLD4O3	1629722901	Our Sweet Basil Kitchen: Fresh Twists on Family Favorites With Recipe Mashups and Unique Flavor Combinations	UsedVeryGood	11.32	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
020-NPS-6.20.24-Jim-776	X004ADSXNZ	1538743167	Unnatural Death: A Scarpetta Novel (Kay Scarpetta)	UsedGood	11.81	No		Yes	1	1	0	0	1	0.06	0	0	0	0	0	0
021-DeseretIndust-5.25.24-Jim-549	X0049712ZN	1421504901	MAR, Vol. 8	UsedGood	11.66	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
021-DeseretIndust-5.28.24-Jim-841	X0049B7MDF	478901441X	Genki I: An Integrated Course in Elementary Japanese Workbook (Japanese and English Edition)	UsedVeryGood	46.98	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
021-DeseretIndust-6.1.24-Jim-030	X0049I7JYZ	052547997X	Undo It!: How Simple Lifestyle Changes Can Reverse Most Chronic Diseases	UsedGood	16.63	No		Yes	0	0	0	0	0	0.06	0	0	0	0	0	0
021-DeseretIndust-6.26.24-Jim-174	X004AU5MJV	0021402442	Glencoe Carpentry and Building Construction, Student Edition (CARPENTRY & BLDG CONSTRUCTION)	UsedGood	53.55	No		Yes	0	0	0	0	0	0.1	0	0	0	0	0	0
021-DeseretIndust-6.4.24-Jim-618	X0049MGPAZ	0063239922	Maybe Next Time: A Reese Witherspoon Book Club Pick	UsedGood	8.76	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
021-DeseretIndust-7.12.24-Jim-816	X004BI2W13	0486293386	Making Furniture Masterpieces: 30 Projects with Measured Drawings (Dover Crafts: Woodworking)	UsedGood	18.49	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
021-DeseretIndust-7.25.24-Jim-993	X004C26SSV	1636413323	The Josiah Manifesto: The Ancient Mystery & Guide for the End Times	UsedGood	12.94	No		Yes	0	0	0	0	3	0.04	3	0	0	0	0	0
021-DeseretIndust-8.19.24-Jim-665	X004D4WOAJ	1580897878	The Seashore Book	UsedGood	14.56	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
021-DeseretIndust-8.7.24-Jim-754	X004CKY443	1450469434	Periodization Training for Sports	UsedAcceptable	23.40	No		Yes	0	0	0	0	0	0.07	0	0	0	0	0	0
021-NPS-6.20.24-Jim-050	X004ADW2AP	B0CFCXVPL3	The Fastball: A Sweet Forced Proximity Romance (The Vegas Kings)	UsedGood	13.49	No		Yes	3	3	0	0	3	0.03	0	0	0	0	0	0
021-NPSAuction-8.29.24-Jim-476	X004DN1AD7	1305100557	Milady Standard Barbering	UsedVeryGood	216.50	No		Yes	2	2	0	0	2	0.09	0	0	0	0	0	0
021-Thrift-5.20.24-Jim-070	X0048YV2LV	0132288141	Person to Person: Positive Relationships Don't Just Happen	UsedGood	35.00	No		Yes	1	1	0	0	1	0.05	0	0	0	0	0	0
021-Thrift-5.20.24-Jim-290	X0048YV2GL	0863156088	Drawing Geometry: A Primer of Basic Forms for Artists, Designers and Architects	UsedGood	11.94	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
022-DeseretIndust-5.25.24-Jim-325	X00496W4X3	1462115071	Temples: Sacred Symbolism, Eternal Blessings	UsedGood	16.10	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
022-DeseretIndust-5.28.24-Jim-772	X0049B5WW3	0891079920	Because I Love You	UsedVeryGood	26.72	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
022-DeseretIndust-6.26.24-Jim-084	X004AU5NLN	B008M7E0G8	Zones of Regulation	UsedVeryGood	89.99	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
022-DeseretIndust-7.12.24-Jim-087	X004BHTUAZ	037583365X	Cybele's Secret	UsedGood	16.23	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
022-DeseretIndust-7.25.24-Jim-710	X004C226HD	0521781906	Turn Left at Orion: A Hundred Night Sky Objects to See in a Small Telescope - and How to Find Them	UsedGood	22.29	No		Yes	1	1	0	0	4	0.05	3	0	0	0	0	0
022-DeseretIndust-8.19.24-Jim-549	X004D4TY6V	0295994843	Ready All!	UsedGood	14.73	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
022-DeseretIndust-8.7.24-Jim-268	X004CKT1R3	B000PHBWT6	Children of the Promise, volume 1,2,3,4,5. Rumors of War, Since You Went Away, Far from Home, When We Meet Again, As Long As I Have You [5 volume set]	UsedAcceptable	54.90	No		Yes	0	0	0	0	0	0.28	0	0	0	0	0	0
022-NPS-6.1.24-Jim-597	X0049I7K49	1956007083	Stolen Youth: How Radicals Are Erasing Innocence and Indoctrinating a Generation	UsedGood	9.97	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
